GENENAME;TYPE;PMID;OMIMGENE;ORIGINALENTRY;OMIMDISEASE
SLC17A2;Fanconi renotubular syndrome 2;17357067;182309;Fanconi renotubular syndrome 2, 613388 (3);613388
SLC17A2;Nephrolithiasis/osteoporosis, hypophosphatemic, 1;17357067;182309;Nephrolithiasis/osteoporosis, hypophosphatemic, 1, 612286 (3);612286
SLC17A3;Gout susceptibility 4;17357067;611034;{Gout susceptibility 4}, 612671 (3);612671
SLC17A3;Uric acid concentration, serum, QTL4;17357067;611034;[Uric acid concentration, serum, QTL4], 612671 (3);612671
SLC17A5;Salla disease;17357067;604322;Salla disease, 604369 (3);604369
SLC17A5;Sialic acid storage disorder, infantile;17357067;604322;Sialic acid storage disorder, infantile, 269920 (3);269920
SLC17A8;Deafness, autosomal dominant 25;17357067;607557;Deafness, autosomal dominant 25, 605583 (3);605583
SLC17A9;Porokeratosis 8, disseminated superficial actinic type;17357067;612107;Porokeratosis 8, disseminated superficial actinic type, 616063 (3);616063
SLC19A2;Thiamine-responsive megaloblastic anemia syndrome;17357067;603941;Thiamine-responsive megaloblastic anemia syndrome, 249270 (3);249270
SLC19A3;Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2);17357067;606152;Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2), 607483 (3);607483
SLC1A1;Dicarboxylic aminoaciduria;17357067;133550;Dicarboxylic aminoaciduria, 222730 (3);222730
SLC1A3;Episodic ataxia, type 6;17357067;600111;Episodic ataxia, type 6, 612656 (3);612656
SLC20A2;Basal ganglia calcification, idiopathic, 1;17357067;158378;Basal ganglia calcification, idiopathic, 1, 213600 (3);213600
SLC22A12;Hypouricemia, renal;17357067;607096;Hypouricemia, renal, 220150 (3);220150
SLC22A18;Breast cancer, somatic;17357067;602631;Breast cancer, somatic, 114480 (3);114480
SLC22A18;Lung cancer, somatic;17357067;602631;Lung cancer, somatic, 211980 (3);211980
SLC22A18;Rhabdomyosarcoma, somatic;17357067;602631;Rhabdomyosarcoma, somatic, 268210 (3);268210
SLC22A4;Rheumatoid arthritis, susceptibility to;17357067;604190;{Rheumatoid arthritis, susceptibility to}, 180300 (3);180300
SLC22A5;Carnitine deficiency, systemic primary;17357067;603377;Carnitine deficiency, systemic primary, 212140 (3);212140
SLC24A1;Night blindness, congenital stationary (complete), 1D, autosomal recessive;17357067;603617;Night blindness, congenital stationary (complete), 1D, autosomal recessive, 613830 (3);613830
SLC24A4;Amelogenesis imperfecta, type IIA5;17357067;609840;Amelogenesis imperfecta, type IIA5, 615887 (3);615887
SLC24A4;Skin/hair/eye pigmentation 6, blond/brown hair;17357067;609840;[Skin/hair/eye pigmentation 6, blond/brown hair], 210750 (3);210750
SLC24A4;Skin/hair/eye pigmentation 6, blue/green eyes;17357067;609840;[Skin/hair/eye pigmentation 6, blue/green eyes], 210750 (3);210750
SLC24A5;Albinism, oculocutaneous, type VI;17357067;609802;Albinism, oculocutaneous, type VI, 113750 (3);113750
SLC24A5;Skin/hair/eye pigmentation 4, fair/dark skin;17357067;609802;[Skin/hair/eye pigmentation 4, fair/dark skin], 113750 (3);113750
SLC25A1;Combined D-2- and L-2-hydroxyglutaric aciduria;17357067;190315;Combined D-2- and L-2-hydroxyglutaric aciduria, 615182 (3);615182
SLC25A12;Hypomyelination, global cerebral;17357067;603667;Hypomyelination, global cerebral, 612949 (3);612949
SLC25A13;Citrullinemia, adult-onset type II;17357067;603859;Citrullinemia, adult-onset type II, 603471 (3);603471
SLC25A13;Citrullinemia, type II, neonatal-onset;17357067;603859;Citrullinemia, type II, neonatal-onset, 605814 (3);605814
SLC25A15;Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome;17357067;603861;Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome, 238970 (3);238970
SLC25A19;Microcephaly, Amish type;17357067;606521;Microcephaly, Amish type, 607196 (3);607196
SLC25A19;Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type);17357067;606521;Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type), 613710 (3);613710
SLC25A20;Carnitine-acylcarnitine translocase deficiency;17357067;613698;Carnitine-acylcarnitine translocase deficiency, 212138 (3);212138
SLC25A22;Epileptic encephalopathy, early infantile, 3;17357067;609302;Epileptic encephalopathy, early infantile, 3, 609304 (3);609304
SLC25A3;Mitochondrial phosphate carrier deficiency;17357067;600370;Mitochondrial phosphate carrier deficiency, 610773 (3);610773
SLC25A38;Anemia, sideroblastic, pyridoxine-refractory, autosomal recessive;17357067;610819;Anemia, sideroblastic, pyridoxine-refractory, autosomal recessive, 205950 (3);205950
SLC25A4;Mitochondrial DNA depletion syndrome 12 (cardiomyopathic type);17357067;103220;Mitochondrial DNA depletion syndrome 12 (cardiomyopathic type), 615418 (3);615418
SLC25A4;Progressive external ophthalmoplegia with mitochondrial DNA deletions 2;17357067;103220;Progressive external ophthalmoplegia with mitochondrial DNA deletions 2, 609283 (3);609283
SLC25A4;Retinitis pigmentosa 60;17357067;613979;Retinitis pigmentosa 60, 613983 (3);613983
SLC25A46;Neuropathy, hereditary motor and sensory, type VIB;17357067;610826;Neuropathy, hereditary motor and sensory, type VIB, 616505 (3);616505
SLC26A1;Achondrogenesis Ib;17357067;606718;Achondrogenesis Ib, 600972 (3);600972
SLC26A1;Atelosteogenesis II;17357067;606718;Atelosteogenesis II, 256050 (3);256050
SLC26A1;De la Chapelle dysplasia;17357067;606718;De la Chapelle dysplasia, 256050 (3);256050
SLC26A1;Diastrophic dysplasia;17357067;606718;Diastrophic dysplasia, 222600 (3);222600
SLC26A1;Diastrophic dysplasia, broad bone-platyspondylic variant;17357067;606718;Diastrophic dysplasia, broad bone-platyspondylic variant, 222600 (3);222600
SLC26A1;Epiphyseal dysplasia, multiple, 4;17357067;606718;Epiphyseal dysplasia, multiple, 4, 226900 (3);226900
SLC26A2;Achondrogenesis Ib;17357067;606718;Achondrogenesis Ib, 600972 (3);600972
SLC26A2;Atelosteogenesis II;17357067;606718;Atelosteogenesis II, 256050 (3);256050
SLC26A2;De la Chapelle dysplasia;17357067;606718;De la Chapelle dysplasia, 256050 (3);256050
SLC26A2;Diastrophic dysplasia;17357067;606718;Diastrophic dysplasia, 222600 (3);222600
SLC26A2;Diastrophic dysplasia, broad bone-platyspondylic variant;17357067;606718;Diastrophic dysplasia, broad bone-platyspondylic variant, 222600 (3);222600
SLC26A2;Epiphyseal dysplasia, multiple, 4;17357067;606718;Epiphyseal dysplasia, multiple, 4, 226900 (3);226900
SLC26A3;Diarrhea 1, secretory chloride, congenital;17357067;126650;Diarrhea 1, secretory chloride, congenital, 214700 (3);214700
SLC26A4;Deafness, autosomal recessive 4, with enlarged vestibular aqueduct;17357067;605646;Deafness, autosomal recessive 4, with enlarged vestibular aqueduct, 600791 (3);600791
SLC26A4;Pendred syndrome;17357067;605646;Pendred syndrome, 274600 (3);274600
SLC26A8;Spermatogenic failure 3;17357067;608480;Spermatogenic failure 3, 606766 (3);606766
SLC27A4;Ichthyosis prematurity syndrome;17357067;604194;Ichthyosis prematurity syndrome, 608649 (3);608649
SLC29A3;Histiocytosis-lymphadenopathy plus syndrome;17357067;612373;Histiocytosis-lymphadenopathy plus syndrome, 602782 (3);602782
SLC2A1;Dystonia 9;17357067;138140;Dystonia 9, 601042 (3);601042
SLC2A1;Epilepsy, idiopathic generalized, suscpetibility to, 12;17357067;138140;{Epilepsy, idiopathic generalized, suscpetibility to, 12}, 614847 (3);614847
SLC2A1;GLUT1 deficiency syndrome 1;17357067;138140;GLUT1 deficiency syndrome 1, 606777 (3);606777
SLC2A1;GLUT1 deficiency syndrome 2;17357067;138140;GLUT1 deficiency syndrome 2, 612126 (3);612126
SLC2A10;Arterial tortuosity syndrome;17357067;606145;Arterial tortuosity syndrome, 208050 (3);208050
SLC2A2;Diabetes mellitus, noninsulin-dependent;17357067;138160;{Diabetes mellitus, noninsulin-dependent}, 125853 (3);125853
SLC2A2;Fanconi-Bickel syndrome;17357067;138160;Fanconi-Bickel syndrome, 227810 (3);227810
SLC2A9;Hypouricemia, renal, 2;17357067;606142;Hypouricemia, renal, 2, 612076 (3);612076
SLC2A9;Uric acid concentration, serum, QTL 2;17357067;606142;{Uric acid concentration, serum, QTL 2}, 612076 (3);612076
SLC30A10;Diabetes mellitus, noninsulin-dependent, susceptibility to;17357067;611145;{Diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3);125853
SLC30A10;Hypermanganesemia with dystonia, polycythemia, and cirrhosis;17357067;611146;Hypermanganesemia with dystonia, polycythemia, and cirrhosis, 613280 (3);613280
SLC30A2;Zinc deficiency, transient neonatal;17357067;609617;Zinc deficiency, transient neonatal, 608118 (3);608118
SLC30A8;Diabetes mellitus, noninsulin-dependent, susceptibility to;17357067;611145;{Diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3);125853
SLC33A1;Congenital cataracts, hearing loss, and neurodegeneration;17357067;603690;Congenital cataracts, hearing loss, and neurodegeneration, 614482 (3);614482
SLC33A1;Spastic paraplegia 42, autosomal dominant;17357067;603690;Spastic paraplegia 42, autosomal dominant, 612539 (3);612539
SLC34A1;Fanconi renotubular syndrome 2;17357067;182309;Fanconi renotubular syndrome 2, 613388 (3);613388
SLC34A1;Nephrolithiasis/osteoporosis, hypophosphatemic, 1;17357067;182309;Nephrolithiasis/osteoporosis, hypophosphatemic, 1, 612286 (3);612286
SLC34A2;Pulmonary alveolar microlithiasis;17357067;604217;Pulmonary alveolar microlithiasis, 265100 (3);265100
SLC34A3;Hypophosphatemic rickets with hypercalciuria;17357067;609826;Hypophosphatemic rickets with hypercalciuria, 241530 (3);241530
SLC35A1;Congenital disorder of glycosylation, type IIf;17357067;605634;Congenital disorder of glycosylation, type IIf, 603585 (3);603585
SLC35A2;Congenital disorder of glycosylation, type IIm;17357067;314375;Congenital disorder of glycosylation, type IIm, 300896 (3);300896
SLC35C1;Congenital disorder of glycosylation, type IIc;17357067;605881;Congenital disorder of glycosylation, type IIc, 266265 (3);266265
SLC35D1;Schneckenbecken dysplasia;17357067;610804;Schneckenbecken dysplasia, 269250 (3);269250
SLC36A2;Hyperglycinuria;17357067;608331;Hyperglycinuria, 138500 (3);138500
SLC36A2;Iminoglycinuria, digenic;17357067;608331;Iminoglycinuria, digenic, 242600 (3);242600
SLC37A4;Glycogen storage disease Ib;17357067;602671;Glycogen storage disease Ib, 232220 (3);232220
SLC37A4;Glycogen storage disease Ic;17357067;602671;Glycogen storage disease Ic, 232240 (3);232240
SLC38A8;Foveal hypoplasia 2, with or without optic nerve misrouting and/or anterior segment dysgenesis;17357067;615585;Foveal hypoplasia 2, with or without optic nerve misrouting and/or anterior segment dysgenesis, 609218 (3);609218
SLC39A13;Spondylocheirodysplasia, Ehlers-Danlos syndrome-like;17357067;608735;Spondylocheirodysplasia, Ehlers-Danlos syndrome-like, 612350 (3);612350
SLC39A4;Acrodermatitis enteropathica;17357067;607059;Acrodermatitis enteropathica, 201100 (3);201100
SLC39A5;Myopia 24, autosomal dominant;17357067;608730;Myopia 24, autosomal dominant, 615946 (3);615946
SLC3A1;Alpha-thalassemia/mental retardation syndrome, type 1;17357067;141750;Alpha-thalassemia/mental retardation syndrome, type 1 (4);0
SLC3A1;Cystinuria;17357067;104614;Cystinuria, 220100 (3);220100
SLC40A1;Hemochromatosis, type 4;17357067;604653;Hemochromatosis, type 4, 606069 (3);606069
SLC45A2;Albinism, oculocutaneous, type IV;17357067;606202;Albinism, oculocutaneous, type IV, 606574 (3);606574
SLC45A2;Skin/hair/eye pigmentation 5, black/nonblack hair;17357067;606202;[Skin/hair/eye pigmentation 5, black/nonblack hair], 227240 (3);227240
SLC45A2;Skin/hair/eye pigmentation 5, dark/fair skin;17357067;606202;[Skin/hair/eye pigmentation 5, dark/fair skin], 227240 (3);227240
SLC45A2;Skin/hair/eye pigmentation 5, dark/light eyes;17357067;606202;[Skin/hair/eye pigmentation 5, dark/light eyes], 227240 (3);227240
SLC46A1;Folate malabsorption, hereditary;17357067;611672;Folate malabsorption, hereditary, 229050 (3);229050
SLC4A1;Blood group, Diego;17357067;109270;[Blood group, Diego], 110500 (3);110500
SLC4A1;Blood group, Froese;17357067;109270;[Blood group, Froese], 601551 (3);601551
SLC4A1;Blood group, Swann;17357067;109270;[Blood group, Swann], 601550 (3);601550
SLC4A1;Blood group, Waldner;17357067;109270;[Blood group, Waldner], 112010 (3);112010
SLC4A1;Blood group, Wright;17357067;109270;[Blood group, Wright], 112050 (3);112050
SLC4A1;Malaria, resistance to;17357067;109270;[Malaria, resistance to], 611162 (3);611162
SLC4A1;Ovalocytosis;17357067;109270;Ovalocytosis (3);0
SLC4A1;Renal tubular acidosis, distal, AD;17357067;109270;Renal tubular acidosis, distal, AD, 179800 (3);179800
SLC4A1;Renal tubular acidosis, distal, AR;17357067;109270;Renal tubular acidosis, distal, AR, 611590 (3);611590
SLC4A1;Spherocytosis, type 4;17357067;109270;Spherocytosis, type 4, 612653 (3);612653
SLC4A11;Corneal dystrophy, Fuchs endothelial, 4;17357067;610206;Corneal dystrophy, Fuchs endothelial, 4, 613268 (3);613268
SLC4A11;Corneal endothelial dystrophy 2, autosomal recessive;17357067;610206;Corneal endothelial dystrophy 2, autosomal recessive, 217700 (3);217700
SLC4A11;Corneal endothelial dystrophy and perceptive deafness;17357067;610206;Corneal endothelial dystrophy and perceptive deafness, 217400 (3);217400
SLC4A4;Renal tubular acidosis, proximal, with ocular abnormalities;17357067;603345;Renal tubular acidosis, proximal, with ocular abnormalities, 604278 (3);604278
SLC50A1;Cerebral palsy, spastic quadriplegic, 1;17357067;605363;Cerebral palsy, spastic quadriplegic, 1, 603513 (3);603513
SLC52A1;Riboflavin deficiency;17357067;607883;Riboflavin deficiency, 615026 (3);615026
SLC52A2;Brown-Vialetto-Van Laere syndrome 2;17357067;607882;Brown-Vialetto-Van Laere syndrome 2, 614707 (3);614707
SLC52A3;Brown-Vialetto-Van Laere syndrome 1;17357067;613350;Brown-Vialetto-Van Laere syndrome 1, 211530 (3);211530
SLC52A3;Fazio-Londe disease;17357067;613350;Fazio-Londe disease, 211500 (3);211500
SLC5A1;Glucose/galactose malabsorption;17357067;182380;Glucose/galactose malabsorption, 606824 (3);606824
SLC5A2;Renal glucosuria;17357067;182381;Renal glucosuria, 233100 (3);233100
SLC5A5;Thyroid dyshormonogenesis 1;17357067;601843;Thyroid dyshormonogenesis 1, 274400 (3);274400
SLC5A7;Neuronopathy, distal hereditary motor, type VIIA;17357067;608761;Neuronopathy, distal hereditary motor, type VIIA, 158580 (3);158580
SLC6A1;Myoclonic-atonic epilepsy;17357067;137165;Myoclonic-atonic epilepsy, 616421 (3);616421
SLC6A14;Obesity, susceptibility to, BMIQ11;17357067;300444;{Obesity, susceptibility to, BMIQ11}, 300306 (3);300306
SLC6A17;Mental retardation, autosomal recessive 48;17357067;610299;Mental retardation, autosomal recessive 48, 616269 (3);616269
SLC6A19;Hartnup disorder;17357067;608893;Hartnup disorder, 234500 (3);234500
SLC6A19;Hyperglycinuria;17357067;608893;Hyperglycinuria, 138500 (3);138500
SLC6A19;Iminoglycinuria, digenic;17357067;608893;Iminoglycinuria, digenic, 242600 (3);242600
SLC6A2;Orthostatic intolerance;17357067;163970;Orthostatic intolerance, 604715 (3);604715
SLC6A20;Hyperglycinuria;17357067;605616;Hyperglycinuria, 138500 (3);138500
SLC6A20;Iminoglycinuria, digenic;17357067;605616;Iminoglycinuria, digenic, 242600 (3);242600
SLC6A3;Nicotine dependence, protection against;17357067;126455;{Nicotine dependence, protection against}, 188890 (3);188890
SLC6A3;Parkinsonism-dystonia, infantile;17357067;126455;Parkinsonism-dystonia, infantile, 613135 (3);613135
SLC6A4;Anxiety-related personality traits;17357067;182138;{Anxiety-related personality traits}, 607834 (3);607834
SLC6A4;Obsessive-compulsive disorder;17357067;182138;{Obsessive-compulsive disorder}, 164230 (3);164230
SLC6A5;Hyperekplexia 3;17357067;604159;Hyperekplexia 3, 614618 (3);614618
SLC6A8;Cerebral creatine deficiency syndrome 1;17357067;300036;Cerebral creatine deficiency syndrome 1, 300352 (3);300352
SLC7A14;Retinitis pigmentosa 68;17357067;615720;Retinitis pigmentosa 68, 615725 (3);615725
SLC7A7;Lysinuric protein intolerance;17357067;603593;Lysinuric protein intolerance, 222700 (3);222700
SLC7A9;Cystinuria;17357067;604144;Cystinuria, 220100 (3);220100
SLC9A3R1;Nephrolithiasis/osteoporosis, hypophosphatemic, 2;17357067;604990;Nephrolithiasis/osteoporosis, hypophosphatemic, 2, 612287 (3);612287
SLC9A6;Mental retardation, X-linked syndromic, Christianson type;17357067;300231;Mental retardation, X-linked syndromic, Christianson type, 300243 (3);300243
SLCO1B1;Hyperbilirubinemia, Rotor type, digenic;17357067;604843;Hyperbilirubinemia, Rotor type, digenic, 237450 (3);237450
SLCO1B3;Hyperbilirubinemia, Rotor type, digenic;17357067;605495;Hyperbilirubinemia, Rotor type, digenic, 237450 (3);237450
SLCO2A1;Hypertrophic osteoarthropathy, primary, autosomal recessive 2;17357067;601460;Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3);614441
SLITRK1;Tourette syndrome;17357067;609678;Tourette syndrome, 137580 (3);137580
SLITRK6;Deafness and myopia;17357067;609681;Deafness and myopia, 221200 (3);221200
SLURP1;Al-Raqad syndrome;17357067;610534;Al-Raqad syndrome, 616459 (3);616459
SLURP1;Meleda disease;17357067;606119;Meleda disease, 248300 (3);248300
SLX4;Fanconi anemia, complementation group P;17357067;613278;Fanconi anemia, complementation group P, 613951 (3);613951
SMAD1;Charcot-Marie-Tooth disease, type 2D;17357067;600287;Charcot-Marie-Tooth disease, type 2D, 601472 (3);601472
SMAD1;Neuropathy, distal hereditary motor, type VA;17357067;600287;Neuropathy, distal hereditary motor, type VA, 600794 (3);600794
SMAD3;Loeys-Dietz syndrome, type 3;17357067;603109;Loeys-Dietz syndrome, type 3, 613795 (3);613795
SMAD4;Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome;17357067;600993;Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome, 175050 (3);175050
SMAD4;Myhre syndrome;17357067;600993;Myhre syndrome, 139210 (3);139210
SMAD4;Pancreatic cancer, somatic;17357067;600993;Pancreatic cancer, somatic, 260350 (3);260350
SMAD4;Polyposis, juvenile intestinal;17357067;600993;Polyposis, juvenile intestinal, 174900 (3);174900
SMAD6;Aortic valve disease 2;17357067;602931;Aortic valve disease 2, 614823 (3);614823
SMAD7;Colorectal cancer, susceptibility to, 3;17357067;602932;{Colorectal cancer, susceptibility to, 3}, 612229 (3);612229
SMAD9;Pulmonary hypertension, primary, 2;17357067;603295;Pulmonary hypertension, primary, 2, 615342 (3);615342
SMAP2;Dentin dysplasia, type I, with microdontia and misshapen teeth;17357067;607223;Dentin dysplasia, type I, with microdontia and misshapen teeth, 125400 (3);125400
SMARCA2;Nicolaides-Baraitser syndrome;17357067;600014;Nicolaides-Baraitser syndrome, 601358 (3);601358
SMARCA4;Mental retardation, autosomal dominant 16;17357067;603254;Mental retardation, autosomal dominant 16, 614609 (3);614609
SMARCA4;Rhabdoid tumor predisposition syndrome 2;17357067;603254;{Rhabdoid tumor predisposition syndrome 2}, 613325 (3);613325
SMARCAD1;Adermatoglyphia;17357067;612761;Adermatoglyphia, 136000 (3);136000
SMARCAL1;Schimke immunoosseous dysplasia;17357067;606622;Schimke immunoosseous dysplasia, 242900 (3);242900
SMARCB1;Mental retardation, autosomal dominant 15;17357067;601607;Mental retardation, autosomal dominant 15, 614608 (3);614608
SMARCB1;Rhabdoid predisposition syndrome 1;17357067;601607;{Rhabdoid predisposition syndrome 1}, 609322 (3);609322
SMARCB1;Rhabdoid tumors, somatic;17357067;601607;Rhabdoid tumors, somatic, 609322 (3);609322
SMARCB1;Schwannomatosis-1, susceptibility to;17357067;601607;{Schwannomatosis-1, susceptibility to}, 162091 (3);162091
SMARCE1;Meningioma, familial, susceptibility to;17357067;603111;{Meningioma, familial, susceptibility to}, 607174 (3);607174
SMC1A;Cornelia de Lange syndrome 2;17357067;300040;Cornelia de Lange syndrome 2, 300590 (3);300590
SMC2;Smith-McCort dysplasia 2;17357067;605950;Smith-McCort dysplasia 2, 615222 (3);615222
SMC3;Cornelia de Lange syndrome 3;17357067;606062;Cornelia de Lange syndrome 3, 610759 (3);610759
SMCHD1;Fascioscapulohumeral muscular dystrophy 2, digenic;17357067;614982;Fascioscapulohumeral muscular dystrophy 2, digenic, 158901 (3);158901
SMIM1;Blood group, Vel system;17357067;615242;[Blood group, Vel system], 615264 (3);615264
SMN1;Spinal muscular atrophy-1;17357067;600354;Spinal muscular atrophy-1, 253300 (3);253300
SMN1;Spinal muscular atrophy-2;17357067;600354;Spinal muscular atrophy-2, 253550 (3);253550
SMN1;Spinal muscular atrophy-3;17357067;600354;Spinal muscular atrophy-3, 253400 (3);253400
SMN1;Spinal muscular atrophy-4;17357067;600354;Spinal muscular atrophy-4, 271150 (3);271150
SMN2;Spinal muscular atrophy, type III, modifier of;17357067;601627;{Spinal muscular atrophy, type III, modifier of}, 253400 (3);253400
SMO;Basal cell carcinoma, somatic;17357067;601500;Basal cell carcinoma, somatic (3);0
SMOC1;Microphthalmia with limb anomalies;17357067;608488;Microphthalmia with limb anomalies, 206920 (3);206920
SMOC2;Dentin dysplasia, type I, with microdontia and misshapen teeth;17357067;607223;Dentin dysplasia, type I, with microdontia and misshapen teeth, 125400 (3);125400
SMPD1;Niemann-Pick disease, type A;17357067;607608;Niemann-Pick disease, type A, 257200 (3);257200
SMPD1;Niemann-Pick disease, type B;17357067;607608;Niemann-Pick disease, type B, 607616 (3);607616
SMPX;Deafness, X-linked 4;17357067;300226;Deafness, X-linked 4, 300066 (3);300066
SMS;Mental retardation, X-linked, Snyder-Robinson type;17357067;300105;Mental retardation, X-linked, Snyder-Robinson type, 309583 (3);309583
SMS;Silver-Russell syndrome;17357067;180860;Silver-Russell syndrome (4);0
SMS;Smith-Magenis syndrome;17357067;607642;Smith-Magenis syndrome, 182290 (3);182290
SNAI2;Piebaldism;17357067;602150;Piebaldism, 172800 (3);172800
SNAI2;Waardenburg syndrome, type 2D;17357067;602150;Waardenburg syndrome, type 2D, 608890 (3);608890
SNAP29;Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome;17357067;604202;Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome, 609528 (3);609528
SNCA;Dementia, Lewy body;17357067;163890;Dementia, Lewy body, 127750 (3);127750
SNCA;Parkinson disease 1;17357067;163890;Parkinson disease 1, 168601 (3);168601
SNCA;Parkinson disease 4;17357067;163890;Parkinson disease 4, 605543 (3);605543
SNCB;Dementia, Lewy body;17357067;602569;Dementia, Lewy body, 127750 (3);127750
SNIP1;Psychomotor retardation, epilepsy, and craniofacial dysmorphism;17357067;608241;Psychomotor retardation, epilepsy, and craniofacial dysmorphism, 614501 (3);614501
SNORA73A;Maple syrup urine disease, type Ib;17357067;248611;Maple syrup urine disease, type Ib, 248600 (3);248600
SNRNP200;Retinitis pigmentosa 33;17357067;601664;Retinitis pigmentosa 33, 610359 (3);610359
SNRPB;Cerebrocostomandibular syndrome;17357067;182282;Cerebrocostomandibular syndrome, 117650 (3);117650
SNRPE;Hypotrichosis 11;17357067;128260;Hypotrichosis 11, 615059 (3);615059
SNRPN;Prader-Willi syndrome;17357067;182279;Prader-Willi syndrome, 176270 (3);176270
SNTA1;Long QT syndrome 12;17357067;601017;Long QT syndrome 12, 612955 (3);612955
SNX10;Osteopetrosis, autosomal recessive 8;17357067;614780;Osteopetrosis, autosomal recessive 8, 615085 (3);615085
SNX14;Spinocerebellar ataxia, autosomal recessive 20;17357067;616105;Spinocerebellar ataxia, autosomal recessive 20, 616354 (3);616354
SOBP;Mental retardation, anterior maxillary protrusion, and strabismus;17357067;613667;Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3);613671
SOD1;Amyotrophic lateral sclerosis 1;17357067;147450;Amyotrophic lateral sclerosis 1, 105400 (3);105400
SOD2;Microvascular complications of diabetes 6;17357067;147460;{Microvascular complications of diabetes 6}, 612634 (3);612634
SOD3;Superoxide dismutase, elevated extracellular;17357067;185490;[Superoxide dismutase, elevated extracellular] (3);0
SORL1;Alzheimer disease, pathogenesis, association with;17357067;602005;{Alzheimer disease, pathogenesis, association with}, 104300 (3);104300
SORT1;Low density lipoprotein cholesterol level QTL6;17357067;602458;[Low density lipoprotein cholesterol level QTL6], 613589 (3);613589
SOS1;Fibromatosis, gingival;17357067;182530;Fibromatosis, gingival, 135300 (3);135300
SOS1;Noonan syndrome 4;17357067;182530;Noonan syndrome 4, 610733 (3);610733
SOST;Craniodiaphyseal dysplasia, autosomal dominant;17357067;605740;Craniodiaphyseal dysplasia, autosomal dominant, 122860 (3);122860
SOST;Sclerosteosis 1;17357067;605740;Sclerosteosis 1, 269500 (3);269500
SOST;Van Buchem disease;17357067;605740;Van Buchem disease, 239100 (3);239100
SOX10;PCWH syndrome;17357067;602229;PCWH syndrome, 609136 (3);609136
SOX10;Waardenburg syndrome, type 2E, with or without neurologic involvement;17357067;602229;Waardenburg syndrome, type 2E, with or without neurologic involvement, 611584 (3);611584
SOX10;Waardenburg syndrome, type 4C;17357067;602229;Waardenburg syndrome, type 4C, 613266 (3);613266
SOX11;Mental retardation, autosomal dominant, 27;17357067;600898;Mental retardation, autosomal dominant, 27, 615866 (3);615866
SOX17;Vesicoureteral reflux 3;17357067;610928;Vesicoureteral reflux 3, 613674 (3);613674
SOX18;Hypotrichosis-lymphedema-telangiectasia syndrome;17357067;601618;Hypotrichosis-lymphedema-telangiectasia syndrome, 607823 (3);607823
SOX18;Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome;17357067;601618;Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome, 137940 (3);137940
SOX2;Microphthalmia, syndromic 3;17357067;184429;Microphthalmia, syndromic 3, 206900 (3);206900
SOX2;Optic nerve hypoplasia and abnormalities of the central nervous system;17357067;184429;Optic nerve hypoplasia and abnormalities of the central nervous system, 206900 (3);206900
SOX3;Mental retardation, X-linked, with isolated growth hormone deficiency;17357067;313430;Mental retardation, X-linked, with isolated growth hormone deficiency, 300123 (3);300123
SOX3;Panhypopituitarism, X-linked;17357067;313430;Panhypopituitarism, X-linked, 312000 (3);312000
SOX9;Acampomelic campomelic dysplasia;17357067;608160;Acampomelic campomelic dysplasia, 114290 (3);114290
SOX9;Campomelic dysplasia;17357067;608160;Campomelic dysplasia, 114290 (3);114290
SOX9;Campomelic dysplasia with autosomal sex reversal;17357067;608160;Campomelic dysplasia with autosomal sex reversal, 114290 (3);114290
SOX9;Cardiomyopathy, dilated 1B;17357067;600884;Cardiomyopathy, dilated 1B (2);0
SP110;Hepatic venoocclusive disease with immunodeficiency;17357067;604457;Hepatic venoocclusive disease with immunodeficiency, 235550 (3);235550
SP110;Mycobacterium tuberculosis, susceptibility to;17357067;604457;{Mycobacterium tuberculosis, susceptibility to}, 607948 (3);607948
SP7;Opitz GBBB syndrome, type I;17357067;300552;Opitz GBBB syndrome, type I, 300000 (3);300000
SPAG1;Ciliary dyskinesia, primary, 28;17357067;603395;Ciliary dyskinesia, primary, 28, 615505 (3);615505
SPAG8;Ciliary dyskinesia, primary, 28;17357067;603395;Ciliary dyskinesia, primary, 28, 615505 (3);615505
SPARC;Osteogenesis imperfecta, type XVII;17357067;182120;Osteogenesis imperfecta, type XVII, 616507 (3);616507
SPAST;Spastic paraplegia 4, autosomal dominant;17357067;604277;Spastic paraplegia 4, autosomal dominant, 182601 (3);182601
